郵件ID,郵件日期,交易時間,策略,帳戶,價格,交易方向,數量,倉位前,倉位後,系統狀態,錯誤訊息,原始內容
16b7253a86ac61b7,Thu Jun 20 2019 08:40:12 GMT+0800 (Taiwan Standard Time),Thu Jun 20 2019 08:40:08 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/06/20 08:40:08 策略_TCA 策略倉位已由6自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16b7253a63a041c4,Thu Jun 20 2019 08:40:12 GMT+0800 (Taiwan Standard Time),Thu Jun 20 2019 08:40:08 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/06/20 08:40:08 模擬_TEST 策略倉位已由6自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16b6e31218bd33d8,Wed Jun 19 2019 13:24:00 GMT+0800 (Taiwan Standard Time),Wed Jun 19 2019 13:23:57 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/06/19 13:23:57 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/06/19 13:23:57 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16b6e3114b8e70fe,Wed Jun 19 2019 13:23:57 GMT+0800 (Taiwan Standard Time),Wed Jun 19 2019 13:23:54 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/06/19 13:23:54 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/06/19 13:23:54 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16b6e30f68bb11b8,Wed Jun 19 2019 13:23:49 GMT+0800 (Taiwan Standard Time),Wed Jun 19 2019 13:23:45 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,帳戶【交易所_A】開始進行【定時自動轉倉換月】 2019/06/19 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/07。,帳戶【交易所_A】開始進行【定時自動轉倉換月】 2019/06/19 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/07。
16b63076e00c51a3,Mon Jun 17 2019 09:22:39 GMT+0800 (Taiwan Standard Time),Mon Jun 17 2019 09:22:29 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10506,add_long,1,5,6,normal,,"2019/06/17 09:22:29 【策略_TCA】 ""10506"" 加碼多單，策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16b62f644addc2ad,Mon Jun 17 2019 09:03:53 GMT+0800 (Taiwan Standard Time),Mon Jun 17 2019 09:03:44 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10474,reduce_long,-1,6,5,normal,,"2019/06/17 09:03:44 【策略_TCA】 ""10474"" 減碼多單，策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16b3f1d3f135582c,Mon Jun 10 2019 10:00:08 GMT+0800 (Taiwan Standard Time),Mon Jun 10 2019 10:00:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10516,add_long,1,5,6,normal,,"2019/06/10 10:00:00 【策略_TCA】 ""10516"" 加碼多單，策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16b2f8b1715bfb02,Fri Jun 07 2019 09:26:11 GMT+0800 (Taiwan Standard Time),Fri Jun 07 2019 09:26:08 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2019/06/07 09:26:08 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2019/06/07 09:26:08 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
16b253b1fb9d5253,Wed Jun 05 2019 09:22:38 GMT+0800 (Taiwan Standard Time),Wed Jun 05 2019 09:22:30 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10482,reduce_long,-1,6,5,normal,,"2019/06/05 09:22:30 【策略_TCA】 ""10482"" 減碼多單，策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16b252fb1ba2fc7f,Wed Jun 05 2019 09:10:09 GMT+0800 (Taiwan Standard Time),Wed Jun 05 2019 09:10:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10484,add_long,1,5,6,normal,,"2019/06/05 09:10:00 【策略_TCA】 ""10484"" 加碼多單，策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16b1ff21719fdaa0,Tue Jun 04 2019 08:44:47 GMT+0800 (Taiwan Standard Time),Tue Jun 04 2019 08:44:43 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/06/04 08:44:43 9999不可刪改單期間，退回刪改單"
16b1ff1fecbf6fc5,Tue Jun 04 2019 08:44:40 GMT+0800 (Taiwan Standard Time),Tue Jun 04 2019 08:44:37 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/06/04 08:44:37 9999不可刪改單期間，退回刪改單"
16b1ff1e427a980d,Tue Jun 04 2019 08:44:34 GMT+0800 (Taiwan Standard Time),Tue Jun 04 2019 08:44:30 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/06/04 08:44:30 9999不可刪改單期間，退回刪改單"
16b1ff1d93f479dd,Tue Jun 04 2019 08:44:30 GMT+0800 (Taiwan Standard Time),Tue Jun 04 2019 08:44:26 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/06/04 08:44:26 9999不可刪改單期間，退回刪改單"
16b1ff1cad055890,Tue Jun 04 2019 08:44:27 GMT+0800 (Taiwan Standard Time),Tue Jun 04 2019 08:44:22 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/06/04 08:44:22 9999不可刪改單期間，退回刪改單"
16b1142bfefd53fe,Sat Jun 01 2019 12:18:33 GMT+0800 (Taiwan Standard Time),Sat Jun 01 2019 12:18:28 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2019/06/01 12:18:28 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2019/06/01 12:18:28 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
16adddb78f483fa0,Wed May 22 2019 12:45:08 GMT+0800 (Taiwan Standard Time),Wed May 22 2019 12:45:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10485,reduce_long,-1,6,5,normal,,"2019/05/22 12:45:00 ""10485"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16adda007c03ff22,Wed May 22 2019 11:40:12 GMT+0800 (Taiwan Standard Time),Wed May 22 2019 11:40:04 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10493,add_long,1,5,6,normal,,"2019/05/22 11:40:04 ""10493"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16add66be22976bc,Wed May 22 2019 10:37:37 GMT+0800 (Taiwan Standard Time),Wed May 22 2019 10:37:29 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10487,reduce_long,-1,6,5,normal,,"2019/05/22 10:37:29 ""10487"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16add4ca9fa82a9c,Wed May 22 2019 10:09:08 GMT+0800 (Taiwan Standard Time),Wed May 22 2019 10:09:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10494,add_long,1,5,6,normal,,"2019/05/22 10:09:00 ""10494"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ac3add50fbadc3,Fri May 17 2019 10:45:09 GMT+0800 (Taiwan Standard Time),Fri May 17 2019 10:44:59 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10487,reduce_long,-1,6,5,normal,,"2019/05/17 10:44:59 ""10487"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ac34af0cb02f5b,Fri May 17 2019 08:57:08 GMT+0800 (Taiwan Standard Time),Fri May 17 2019 08:57:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10555,add_long,1,5,6,normal,,"2019/05/17 08:57:00 ""10555"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ac347ff283783d,Fri May 17 2019 08:53:55 GMT+0800 (Taiwan Standard Time),Fri May 17 2019 08:53:50 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/05/17 08:53:50 模擬_TEST 策略倉位已由6自動同步為文字檔內倉位5 請檢查下單機實際倉位是否需進行同步!
16ac347fc6960a37,Fri May 17 2019 08:53:55 GMT+0800 (Taiwan Standard Time),Fri May 17 2019 08:53:50 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/05/17 08:53:50 策略_TCA 策略倉位已由6自動同步為文字檔內倉位5 請檢查下單機實際倉位是否需進行同步!
16abe1992badf182,Thu May 16 2019 08:45:07 GMT+0800 (Taiwan Standard Time),Thu May 16 2019 08:44:59 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10537,,6,0,6,normal,,"2019/05/16 08:44:59 ""10537"" 多單進場策略倉位 0 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16abe15670a6af78,Thu May 16 2019 08:40:33 GMT+0800 (Taiwan Standard Time),Thu May 16 2019 08:40:29 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/05/16 08:40:29 策略_TCA 策略倉位已由6自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16abe15666bc839a,Thu May 16 2019 08:40:33 GMT+0800 (Taiwan Standard Time),Thu May 16 2019 08:40:29 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/05/16 08:40:29 模擬_TEST 策略倉位已由6自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16ab9f28260596e0,Wed May 15 2019 13:23:58 GMT+0800 (Taiwan Standard Time),Wed May 15 2019 13:23:55 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/05/15 13:23:55 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/05/15 13:23:55 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16ab9f27943854e3,Wed May 15 2019 13:23:56 GMT+0800 (Taiwan Standard Time),Wed May 15 2019 13:23:53 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/05/15 13:23:53 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/05/15 13:23:53 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16ab9f25cba45b46,Wed May 15 2019 13:23:48 GMT+0800 (Taiwan Standard Time),Wed May 15 2019 13:23:45 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,【交易所_A】開始自動轉倉 2019/05/15 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/06。,【交易所_A】開始自動轉倉 2019/05/15 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/06。
16ab904692738ceb,Wed May 15 2019 09:03:53 GMT+0800 (Taiwan Standard Time),Wed May 15 2019 09:03:45 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10545,add_long,1,5,6,normal,,"2019/05/15 09:03:45 ""10545"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ab8fe407230d4b,Wed May 15 2019 08:57:09 GMT+0800 (Taiwan Standard Time),Wed May 15 2019 08:57:01 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10520,reduce_long,-1,6,5,normal,,"2019/05/15 08:57:01 ""10520"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ab466afc2d7de4,Tue May 14 2019 11:33:08 GMT+0800 (Taiwan Standard Time),Tue May 14 2019 11:33:01 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10543,add_long,1,5,6,normal,,"2019/05/14 11:33:01 ""10543"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ab45bb7c6fb0c2,Tue May 14 2019 11:21:09 GMT+0800 (Taiwan Standard Time),Tue May 14 2019 11:21:01 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10522,reduce_long,-1,6,5,normal,,"2019/05/14 11:21:01 ""10522"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ab4118c5f11c4e,Tue May 14 2019 10:00:08 GMT+0800 (Taiwan Standard Time),Tue May 14 2019 10:00:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10533,add_long,1,5,6,normal,,"2019/05/14 10:00:00 ""10533"" 加碼多單策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16ab3de0da57110d,Tue May 14 2019 09:03:53 GMT+0800 (Taiwan Standard Time),Tue May 14 2019 09:03:45 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10412,reduce_long,-1,6,5,normal,,"2019/05/14 09:03:45 ""10412"" 減碼多單策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a9f8941387c6c0,Fri May 10 2019 10:18:52 GMT+0800 (Taiwan Standard Time),Fri May 10 2019 10:18:44 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10816,reduce_long,-1,7,6,normal,,"2019/05/10 10:18:44 ""10816"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a9f781f8d70014,Fri May 10 2019 10:00:08 GMT+0800 (Taiwan Standard Time),Fri May 10 2019 10:00:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10846,add_long,1,6,7,normal,,"2019/05/10 10:00:00 ""10846"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a9a2f6ef8cb562,Thu May 09 2019 09:22:39 GMT+0800 (Taiwan Standard Time),Thu May 09 2019 09:22:30 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10831,reduce_long,-1,7,6,normal,,"2019/05/09 09:22:30 ""10831"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a8b49de183907d,Mon May 06 2019 11:57:14 GMT+0800 (Taiwan Standard Time),Mon May 06 2019 11:57:06 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10844,add_long,1,6,7,normal,,"2019/05/06 11:57:06 ""10844"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a8b3a3e8b272a8,Mon May 06 2019 11:40:09 GMT+0800 (Taiwan Standard Time),Mon May 06 2019 11:40:02 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10839,reduce_long,-1,7,6,normal,,"2019/05/06 11:40:02 ""10839"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a8b234fc9f5baf,Mon May 06 2019 11:15:07 GMT+0800 (Taiwan Standard Time),Mon May 06 2019 11:15:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10853,add_long,1,6,7,normal,,"2019/05/06 11:15:00 ""10853"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a8b122bedf4fd7,Mon May 06 2019 10:56:23 GMT+0800 (Taiwan Standard Time),Mon May 06 2019 10:56:15 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10835,reduce_long,-1,7,6,normal,,"2019/05/06 10:56:15 ""10835"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a2de786b423768,Thu Apr 18 2019 08:45:08 GMT+0800 (Taiwan Standard Time),Thu Apr 18 2019 08:44:59 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,11021,,7,0,7,normal,,"2019/04/18 08:44:59 ""11021"" 多單進場策略倉位 0 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a2de19572cec0e,Thu Apr 18 2019 08:38:38 GMT+0800 (Taiwan Standard Time),Thu Apr 18 2019 08:38:34 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/04/18 08:38:34 策略_TCA 策略倉位已由7自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16a2de194146f622,Thu Apr 18 2019 08:38:38 GMT+0800 (Taiwan Standard Time),Thu Apr 18 2019 08:38:34 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,normal,,<警告/提醒> 2019/04/18 08:38:34 模擬_TEST 策略倉位已由7自動同步為文字檔內倉位0 請檢查下單機實際倉位是否需進行同步!
16a29c0767555e1b,Wed Apr 17 2019 13:23:59 GMT+0800 (Taiwan Standard Time),Wed Apr 17 2019 13:23:57 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/04/17 13:23:57 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/04/17 13:23:57 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16a29c06b13284ae,Wed Apr 17 2019 13:23:56 GMT+0800 (Taiwan Standard Time),Wed Apr 17 2019 13:23:54 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<下單失敗> 2019/04/17 13:23:54 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。,<下單失敗> 2019/04/17 13:23:54 交易所_AII API 下單發生錯誤，本次下單已取消，請由手動補單。
16a29c04f9b3e8e0,Wed Apr 17 2019 13:23:48 GMT+0800 (Taiwan Standard Time),Wed Apr 17 2019 13:23:45 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,【交易所_A】開始自動轉倉 2019/04/17 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/05。,【交易所_A】開始自動轉倉 2019/04/17 13:23:45 交易所_A-小型台指2口 開始自動轉倉至2019/05。
16a1e7f6ecccaf75,Mon Apr 15 2019 08:57:07 GMT+0800 (Taiwan Standard Time),Mon Apr 15 2019 08:57:01 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10876,add_long,1,6,7,normal,,"2019/04/15 08:57:01 ""10876"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a1e73d153b3277,Mon Apr 15 2019 08:44:27 GMT+0800 (Taiwan Standard Time),Mon Apr 15 2019 08:44:25 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/04/15 08:44:25 9999不可刪改單期間，退回刪改單"
16a1e73bbb62d486,Mon Apr 15 2019 08:44:20 GMT+0800 (Taiwan Standard Time),Mon Apr 15 2019 08:44:18 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/04/15 08:44:18 9999不可刪改單期間，退回刪改單"
16a0f5cf35144edb,Fri Apr 12 2019 10:25:09 GMT+0800 (Taiwan Standard Time),Fri Apr 12 2019 10:25:02 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10813,reduce_long,-1,7,6,normal,,"2019/04/12 10:25:02 ""10813"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a0f460a95ef66f,Fri Apr 12 2019 10:00:08 GMT+0800 (Taiwan Standard Time),Fri Apr 12 2019 10:00:01 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10818,add_long,1,6,7,normal,,"2019/04/12 10:00:01 ""10818"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a0a645a78697ec,Thu Apr 11 2019 11:15:08 GMT+0800 (Taiwan Standard Time),Thu Apr 11 2019 11:15:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10804,reduce_long,-1,7,6,normal,,"2019/04/11 11:15:00 ""10804"" 減碼多單策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
16a0017a17c38b8d,Tue Apr 09 2019 11:15:08 GMT+0800 (Taiwan Standard Time),Tue Apr 09 2019 11:15:00 GMT+0800 (Taiwan Standard Time),交易所_A,交易所_A,10828,add_long,1,6,7,normal,,"2019/04/09 11:15:00 ""10828"" 加碼多單策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 2 倍數 1，本次下單 0，下單後帳戶總倉位 2 策略_TCA"
169ffe04d9748851,Tue Apr 09 2019 10:14:42 GMT+0800 (Taiwan Standard Time),Tue Apr 09 2019 10:14:39 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,"交易所_AII API 錯誤,帳號 (全部) 2019/04/09 10:14:39 斷線-P:ReceiveThread_EntryPoint CALL :無法從傳輸連接讀取資料: 遠端主機已強制關閉一個現存的連線。?","交易所_AII API 錯誤,帳號 (全部) 2019/04/09 10:14:39 斷線-P:ReceiveThread_EntryPoint CALL :無法從傳輸連接讀取資料: 遠端主機已強制關閉一個現存的連線。?"
169c740419ce5289,Fri Mar 29 2019 10:21:09 GMT+0800 (Taiwan Standard Time),Fri Mar 29 2019 10:21:02 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10519,add_long,1,5,6,normal,,"2019/03/29 10:21:02 ""10519"" 加碼多單目前倉位：+6 之前倉位：5 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169c70aac33805c4,Fri Mar 29 2019 09:22:37 GMT+0800 (Taiwan Standard Time),Fri Mar 29 2019 09:22:30 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10484,reduce_long,-1,6,5,normal,,"2019/03/29 09:22:30 ""10484"" 減碼多單目前倉位：+5 之前倉位：6 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169c6f3558459aec,Fri Mar 29 2019 08:57:07 GMT+0800 (Taiwan Standard Time),Fri Mar 29 2019 08:57:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10556,add_long,1,5,6,normal,,"2019/03/29 08:57:00 ""10556"" 加碼多單目前倉位：+6 之前倉位：5 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169c6e7ec2ce7d74,Fri Mar 29 2019 08:44:40 GMT+0800 (Taiwan Standard Time),Fri Mar 29 2019 08:44:37 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2019/03/29 08:44:37 9999不可刪改單期間，退回刪改單"
169c2b250edfde52,Thu Mar 28 2019 13:07:38 GMT+0800 (Taiwan Standard Time),Thu Mar 28 2019 13:07:29 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10498,reduce_long,-1,6,5,normal,,"2019/03/28 13:07:29 ""10498"" 減碼多單目前倉位：+5 之前倉位：6 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169c27ed30f9e01a,Thu Mar 28 2019 12:11:24 GMT+0800 (Taiwan Standard Time),Thu Mar 28 2019 12:11:14 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10509,add_long,1,5,6,normal,,"2019/03/28 12:11:14 ""10509"" 加碼多單目前倉位：+6 之前倉位：5 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169c1ccfd64dec28,Thu Mar 28 2019 08:57:09 GMT+0800 (Taiwan Standard Time),Thu Mar 28 2019 08:57:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10460,reduce_long,-1,6,5,normal,,"2019/03/28 08:57:00 ""10460"" 減碼多單目前倉位：+5 之前倉位：6 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169bd02a94516105,Wed Mar 27 2019 10:37:41 GMT+0800 (Taiwan Standard Time),Wed Mar 27 2019 10:37:33 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10510,add_long,1,5,6,normal,,"2019/03/27 10:37:33 ""10510"" 加碼多單目前倉位：+6 之前倉位：5 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
169bcaccb9c15634,Wed Mar 27 2019 09:03:53 GMT+0800 (Taiwan Standard Time),Wed Mar 27 2019 09:03:45 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10496,reduce_long,-1,6,5,normal,,"2019/03/27 09:03:45 ""10496"" 減碼多單目前倉位：+5 之前倉位：6 交易所_A(小型台指) 倍數：1, 本次下單：0 , 帳戶實際倉位：2 , 總倉位：2 策略_TCA"
